COD_RH_MUNICIPIO;COD_MUNICIPIO;SGL_PAIS;SGL_DEPARTAMENTO;TXT_NME_MUNICIPIO;TXT_NME_MUNICIPIO_FILTRO
0000000000;1;BRA;SP;São Paulo;SAO PAULO
0000000000;1000;COL;NO;Convencion;CONVENCION
0000000000;1001;COL;NO;Cucutilla;CUCUTILLA
0000000000;1002;COL;NO;Durania;DURANIA
0000000000;1003;COL;NO;El Carmen;EL CARMEN
0000000000;1005;COL;NO;El Zulia;EL ZULIA
0000000000;1006;COL;NO;Gramalote;GRAMALOTE
0000000000;1007;COL;NO;Hacari;HACARI
0000000000;1008;COL;NO;Herran;HERRAN
0000000000;1009;COL;NO;Labateca;LABATECA
0000000000;1011;COL;NO;La Playa;LA PLAYA
0000000000;1012;COL;NO;Los Patios;LOS PATIOS
0000000000;1013;COL;NO;Lourdes;LOURDES
0000000000;1014;COL;NO;Mutiscua;MUTISCUA
0000000000;1015;COL;NO;Ocaña;OCANA
0000000000;1016;COL;NO;Pamplona;PAMPLONA
0000000000;1017;COL;NO;Pamplonita;PAMPLONITA
0000000000;1018;COL;NO;Puerto Santander;PUERTO SANTANDER
0000000000;1019;COL;NO;Ragonvalia;RAGONVALIA
0000000000;1020;COL;NO;Salazar;SALAZAR
0000000000;1022;COL;NO;San Cayetano;SAN CAYETANO
0000000000;1023;COL;NO;Santiago;SANTIAGO
0000000000;1024;COL;NO;Sardinata;SARDINATA
0000000000;1025;COL;NO;Silos;SILOS
0000000000;1027;COL;NO;Tibu;TIBU
0000000000;1028;COL;NO;Toledo;TOLEDO
0000000000;1029;COL;NO;Villa Caro;VILLA CARO
0000000000;1030;COL;NO;Villa del Rosario;VILLA DEL ROSARIO
0000000000;1031;COL;QU;Armenia;ARMENIA
0000000000;1032;COL;QU;Buenavista;BUENAVISTA
0000000000;1033;COL;QU;Calarcá;CALARCA
0000000000;1034;COL;QU;Circasia;CIRCASIA
0000000000;1035;COL;QU;Cordoba;CORDOBA
0000000000;1036;COL;QU;Filandia;FILANDIA
0000000000;1037;COL;QU;Génova;GENOVA
0000000000;1038;COL;QU;La Tebaida;LA TEBAIDA
0000000000;1039;COL;QU;Montenegro;MONTENEGRO
0000000000;1040;COL;QU;Pijao;PIJAO
0000000000;1041;COL;QU;Quimbaya;QUIMBAYA
0000000000;1042;COL;QU;Salento;SALENTO
0000000000;1043;COL;RI;Pereira;PEREIRA
0000000000;1044;COL;RI;Apía;APIA
0000000000;1045;COL;RI;Balboa;BALBOA
0000000000;1046;COL;RI;Belén de Umbria;BELEN DE UMBRIA
0000000000;1047;COL;RI;Dos Quebradas;DOS QUEBRADAS
0000000000;1048;COL;RI;Guatica;GUATICA
0000000000;1049;COL;RI;La Celia;LA CELIA
0000000000;1050;COL;RI;La Virginia;LA VIRGINIA
0000000000;1051;COL;RI;Marsella;MARSELLA
0000000000;1052;COL;RI;Mistrato;MISTRATO
0000000000;1053;COL;RI;Pueblo Rico;PUEBLO RICO
0000000000;1054;COL;RI;Quinchia;QUINCHIA
0000000000;1055;COL;RI;Santa Rosa de Cabal;SANTA ROSA DE CABAL
0000000000;1056;COL;RI;Santuario;SANTUARIO
0000000000;1057;COL;SN;Bucaramanga;BUCARAMANGA
0000000000;1058;COL;SN;El Centro;EL CENTRO
0000000000;1061;COL;SN;Aratoca;ARATOCA
0000000000;1062;COL;SN;Barbosa;BARBOSA
0000000000;1063;COL;SN;Barichara;BARICHARA
0000000000;1064;COL;SN;Barrancabermeja;BARRANCABERMEJA
0000000000;1065;COL;SN;Betulia;BETULIA
0000000000;1066;COL;SN;Bolivar;BOLIVAR
0000000000;1068;COL;SN;California;CALIFORNIA
0000000000;1069;COL;SN;Capitanejo;CAPITANEJO
0000000000;1070;COL;SN;Carcasi;CARCASI
0000000000;1072;COL;SN;Cerrito;CERRITO
0000000000;1073;COL;SN;Charala;CHARALA
0000000000;1074;COL;SN;Charta;CHARTA
0000000000;1075;COL;SN;Chima;CHIMA
0000000000;1076;COL;SN;Chipata;CHIPATA
0000000000;1077;COL;SN;Cimitarra;CIMITARRA
0000000000;1078;COL;SN;Concepción;CONCEPCION
0000000000;1079;COL;SN;Confines;CONFINES
0000000000;1081;COL;SN;Coromoro;COROMORO
0000000000;1082;COL;SN;Curiti;CURITI
0000000000;1083;COL;SN;El Carmen;EL CARMEN
0000000000;1084;COL;SN;El Guacamayo;EL GUACAMAYO
0000000000;1086;COL;SN;El Playon;EL PLAYON
0000000000;1087;COL;SN;Encino;ENCINO
0000000000;1088;COL;SN;Enciso;ENCISO
0000000000;1089;COL;SN;Florian;FLORIAN
0000000000;1090;COL;SN;Floridablanca;FLORIDABLANCA
0000000000;1091;COL;SN;Galan;GALAN
0000000000;1092;COL;SN;Gambita;GAMBITA
0000000000;1093;COL;SN;Giron;GIRON
0000000000;1094;COL;SN;Guaca;GUACA
0000000000;1095;COL;SN;Guadalupe;GUADALUPE
0000000000;1096;COL;SN;Guapota;GUAPOTA
0000000000;1098;COL;SN;Guepsa;GUEPSA
0000000000;1099;COL;SN;Hato;HATO
0000000000;1100;COL;SN;Jesus Maria;JESUS MARIA
0000000000;1102;COL;SN;La Belleza;LA BELLEZA
0000000000;1103;COL;SN;Landazuri;LANDAZURI
0000000000;1104;COL;SN;La Paz;LA PAZ
0000000000;1105;COL;SN;Lebrija;LEBRIJA
0000000000;1106;COL;SN;Los Santos;LOS SANTOS
0000000000;1107;COL;SN;Macaravita;MACARAVITA
0000000000;1108;COL;SN;Málaga;MALAGA
0000000000;1109;COL;SN;Matanza;MATANZA
0000000000;1110;COL;SN;Mogotes;MOGOTES
0000000000;1111;COL;SN;Molagavita;MOLAGAVITA
0000000000;1112;COL;SN;Ocamonte;OCAMONTE
0000000000;1113;COL;SN;Oiba;OIBA
0000000000;1114;COL;SN;Onzaga;ONZAGA
0000000000;1115;COL;SN;Palmar;PALMAR
0000000000;1116;COL;SN;Palmas Socorro;PALMAS SOCORRO
0000000000;1117;COL;SN;Paramo;PARAMO
0000000000;1118;COL;SN;Piedecuesta;PIEDECUESTA
0000000000;1119;COL;SN;Pinchote;PINCHOTE
0000000000;1120;COL;SN;Puente Nacional;PUENTE NACIONAL
0000000000;1122;COL;SN;Puerto Wilches;PUERTO WILCHES
0000000000;1123;COL;SN;Rionegro;RIONEGRO
0000000000;1124;COL;SN;Sabana de Torres;SABANA DE TORRES
0000000000;1125;COL;SN;San Andres;SAN ANDRES
0000000000;1126;COL;SN;San Benito;SAN BENITO
0000000000;1127;COL;SN;San Gil;SAN GIL
0000000000;1128;COL;SN;San Joaquin;SAN JOAQUIN
0000000000;1129;COL;SN;San Jose de Miranda;SAN JOSE DE MIRANDA
0000000000;1130;COL;SN;San Miguel;SAN MIGUEL
0000000000;1131;COL;SN;San Vicente Chucuri;SAN VICENTE CHUCURI
0000000000;1132;COL;SN;Santa Barbara;SANTA BARBARA
0000000000;1133;COL;SN;Santa Helena del Opón;SANTA HELENA DEL OPON
0000000000;1134;COL;SN;Simacota;SIMACOTA
0000000000;1135;COL;SN;Socorro;SOCORRO
0000000000;1136;COL;SN;Suaita;SUAITA
0000000000;1137;COL;SN;Sucre;SUCRE
0000000000;1138;COL;SN;Surata;SURATA
0000000000;1139;COL;SN;Tona;TONA
0000000000;1140;COL;SN;Valle de San Jose;VALLE DE SAN JOSE
0000000000;1141;COL;SN;Velez;VELEZ
0000000000;1142;COL;SN;Vetas;VETAS
0000000000;1143;COL;SN;Villanueva;VILLANUEVA
0000000000;1144;COL;SN;Zapatoca;ZAPATOCA
0000000000;1145;COL;SU;Sincelejo;SINCELEJO
0000000000;1146;COL;SU;Buenavista;BUENAVISTA
0000000000;1147;COL;SU;Caimito;CAIMITO
0000000000;1148;COL;SU;Coloso (Ricaurte);COLOSO RICAURTE
0000000000;1149;COL;SU;Corozal;COROZAL
0000000000;1150;COL;SU;Chalan;CHALAN
0000000000;1151;COL;SU;Galeras;GALERAS
0000000000;1152;COL;SU;Guaranda;GUARANDA
0000000000;1153;COL;SU;La Union;LA UNION
0000000000;1154;COL;SU;Los Palmitos;LOS PALMITOS
0000000000;1155;COL;SU;Majagual;MAJAGUAL
0000000000;1156;COL;SU;Morroa;MORROA
0000000000;1157;COL;SU;Ovejas;OVEJAS
0000000000;1159;COL;SU;Sampues;SAMPUES
0000000000;1160;COL;SU;San Benito Abad;SAN BENITO ABAD
0000000000;1161;COL;SU;San Juan de Betulia;SAN JUAN DE BETULIA
0000000000;1162;COL;SU;San Marcos;SAN MARCOS
0000000000;1163;COL;SU;San Onofre;SAN ONOFRE
0000000000;1164;COL;SU;San Pedro;SAN PEDRO
0000000000;1165;COL;SU;Since;SINCE
0000000000;1166;COL;SU;Sucre;SUCRE
0000000000;1167;COL;SU;Tolu;TOLU
0000000000;1168;COL;SU;Toluviejo;TOLUVIEJO
0000000000;1169;COL;TO;Ibagué;IBAGUE
0000000000;1170;COL;TO;Guayabal;GUAYABAL
0000000000;1171;COL;TO;Alpujarra;ALPUJARRA
0000000000;1172;COL;TO;Alvarado;ALVARADO
0000000000;1173;COL;TO;Ambalema;AMBALEMA
0000000000;1174;COL;TO;Anzoategui;ANZOATEGUI
0000000000;1175;COL;TO;Armero;ARMERO
0000000000;1176;COL;TO;Ataco;ATACO
0000000000;1177;COL;TO;Cajamarca;CAJAMARCA
0000000000;1178;COL;TO;Carmen de Apicala;CARMEN DE APICALA
0000000000;1179;COL;TO;Casabianca;CASABIANCA
0000000000;1180;COL;TO;Chaparral;CHAPARRAL
0000000000;1182;COL;TO;Coyaima;COYAIMA
0000000000;1183;COL;TO;Cunday;CUNDAY
0000000000;1184;COL;TO;Dolores;DOLORES
0000000000;1185;COL;TO;Espinal;ESPINAL
0000000000;1186;COL;TO;Falan;FALAN
0000000000;1187;COL;TO;Flandes;FLANDES
0000000000;1188;COL;TO;Fresno;FRESNO
0000000000;1189;COL;TO;Guamo;GUAMO
0000000000;1190;COL;TO;Herveo;HERVEO
0000000000;1191;COL;TO;Honda;HONDA
0000000000;1192;COL;TO;Icononzo;ICONONZO
0000000000;1193;COL;TO;Lerida;LERIDA
0000000000;1194;COL;TO;Líbano;LIBANO
0000000000;1195;COL;TO;Mariquita;MARIQUITA
0000000000;1196;COL;TO;Melgar;MELGAR
0000000000;1197;COL;TO;Murillo;MURILLO
0000000000;1198;COL;TO;Natagaima;NATAGAIMA
0000000000;1199;COL;TO;Ortega;ORTEGA
0000000000;1200;COL;TO;Piedras;PIEDRAS
0000000000;1201;COL;TO;Planadas;PLANADAS
0000000000;1202;COL;TO;Prado;PRADO
0000000000;1203;COL;TO;Purificación;PURIFICACION
0000000000;1204;COL;TO;Rioblanco;RIOBLANCO
0000000000;1205;COL;TO;Roncesvalles;RONCESVALLES
0000000000;1206;COL;TO;Rovira;ROVIRA
0000000000;1207;COL;TO;Saldaña;SALDANA
0000000000;1208;COL;TO;San Antonio;SAN ANTONIO
0000000000;1209;COL;TO;San Luis;SAN LUIS
0000000000;1210;COL;TO;Santa Isabel;SANTA ISABEL
0000000000;1212;COL;TO;Valle de San Juan;VALLE DE SAN JUAN
0000000000;1213;COL;TO;Venadillo;VENADILLO
0000000000;1214;COL;TO;Villahermosa;VILLAHERMOSA
0000000000;1215;COL;TO;Villarrica;VILLARRICA
0000000000;1216;COL;VL;Cali;CALI
0000000000;1217;COL;VL;Darien;DARIEN
0000000000;1218;COL;VL;Alcalá;ALCALA
0000000000;1219;COL;VL;Andalucia;ANDALUCIA
0000000000;1220;COL;VL;Ansermanuevo;ANSERMANUEVO
0000000000;1221;COL;VL;Argelia;ARGELIA
0000000000;1222;COL;VL;Bolivar;BOLIVAR
0000000000;1223;COL;VL;Buenaventura;BUENAVENTURA
0000000000;1224;COL;VL;Buga;BUGA
0000000000;1225;COL;VL;Bugalagrande;BUGALAGRANDE
0000000000;1226;COL;VL;Caicedonia;CAICEDONIA
0000000000;1227;COL;VL;Calima;CALIMA
0000000000;1228;COL;VL;Candelaria;CANDELARIA
0000000000;1229;COL;VL;Cartago;CARTAGO
0000000000;1230;COL;VL;Dagua;DAGUA
0000000000;1231;COL;VL;El Aguila;EL AGUILA
0000000000;1232;COL;VL;El Cairo;EL CAIRO
0000000000;1233;COL;VL;El Cerrito;EL CERRITO
0000000000;1234;COL;VL;El Dovio;EL DOVIO
0000000000;1235;COL;VL;Florida;FLORIDA
0000000000;1236;COL;VL;Ginebra;GINEBRA
0000000000;1237;COL;VL;Guacari;GUACARI
0000000000;1238;COL;VL;Jamundi;JAMUNDI
0000000000;1239;COL;VL;La Cumbre;LA CUMBRE
0000000000;1240;COL;VL;La Unión;LA UNION
0000000000;1241;COL;VL;La Victoria;LA VICTORIA
0000000000;1242;COL;VL;Obando;OBANDO
0000000000;1243;COL;VL;Palmira;PALMIRA
0000000000;1244;COL;VL;Pradera;PRADERA
0000000000;1245;COL;VL;Restrepo;RESTREPO
0000000000;1246;COL;VL;Riofrio;RIOFRIO
0000000000;1247;COL;VL;Roldanillo;ROLDANILLO
0000000000;1248;COL;VL;San Pedro;SAN PEDRO
0000000000;1249;COL;VL;Sevilla;SEVILLA
0000000000;1250;COL;VL;Toro;TORO
0000000000;1251;COL;VL;Trujillo;TRUJILLO
0000000000;1252;COL;VL;Tulua;TULUA
0000000000;1253;COL;VL;Ulloa;ULLOA
0000000000;1254;COL;VL;Versalles;VERSALLES
0000000000;1255;COL;VL;Vijes;VIJES
0000000000;1256;COL;VL;Yotoco;YOTOCO
0000000000;1257;COL;VL;Yumbo;YUMBO
0000000000;1258;COL;VL;Zarzal;ZARZAL
0000000000;1259;COL;AR;Arauca;ARAUCA
0000000000;1260;COL;AR;Arauquita;ARAUQUITA
0000000000;1263;COL;AR;Puerto Rondon;PUERTO RONDON
0000000000;1264;COL;AR;Saravena;SARAVENA
0000000000;1265;COL;AR;Tame;TAME
0000000000;1266;COL;CS;Yopal;YOPAL
0000000000;1267;COL;CS;Aguazul;AGUAZUL
0000000000;1269;COL;CS;Hato Corozal;HATO COROZAL
0000000000;1270;COL;CS;La Salina;LA SALINA
0000000000;1271;COL;CS;Mani;MANI
0000000000;1272;COL;CS;Monterrey;MONTERREY
0000000000;1274;COL;CS;Orocue;OROCUE
0000000000;1275;COL;CS;Paz de Ariporo;PAZ DE ARIPORO
0000000000;1277;COL;CS;Recetor;RECETOR
0000000000;1278;COL;CS;Sabanalarga;SABANALARGA
0000000000;1280;COL;CS;San Luis de Palenque;SAN LUIS DE PALENQUE
0000000000;1281;COL;CS;Tamara;TAMARA
0000000000;1282;COL;CS;Tauramena;TAURAMENA
0000000000;1283;COL;CS;Trinidad;TRINIDAD
0000000000;1284;COL;CS;Villanueva;VILLANUEVA
0000000000;1285;COL;PU;Mocoa;MOCOA
0000000000;1287;COL;PU;Colon;COLON
0000000000;1288;COL;PU;Orito;ORITO
0000000000;1289;COL;PU;Puerto Asis;PUERTO ASIS
0000000000;1291;COL;PU;Puerto Guzman;PUERTO GUZMAN
0000000000;1292;COL;PU;Puerto Leguizamo;PUERTO LEGUIZAMO
0000000000;1293;COL;PU;Sibundoy;SIBUNDOY
0000000000;1294;COL;PU;San Francisco;SAN FRANCISCO
0000000000;1295;COL;PU;San Miguel;SAN MIGUEL
0000000000;1296;COL;PU;Santiago;SANTIAGO
0000000000;1297;COL;PU;Valle Guamuez;VALLE GUAMUEZ
0000000000;1298;COL;PU;Villagarzon;VILLAGARZON
0000000000;1299;COL;SP;San Andres;SAN ANDRES
0000000000;1300;COL;SP;Providencia;PROVIDENCIA
0000000000;1301;COL;AM;Leticia;LETICIA
0000000000;1302;COL;AM;Tarapacá;TARAPACA
0000000000;1303;COL;AM;Puerto Santander (Araracuara);PUERTO SANTANDER ARARACUARA
0000000000;1305;COL;GN;Puerto Inírida;PUERTO INIRIDA
0000000000;1306;COL;GA;San Jose del Guaviare;SAN JOSE DEL GUAVIARE
0000000000;1308;COL;GA;El Retorno;EL RETORNO
0000000000;1310;COL;VA;Mitu;MITU
0000000000;1312;COL;VA;Taraira;TARAIRA
0000000000;1313;COL;VI;Puerto Carreño;PUERTO CARRENO
0000000000;1314;COL;VI;Nueva Antioquia;NUEVA ANTIOQUIA
0000000000;1315;COL;VI;La Primavera;LA PRIMAVERA
0000000000;1316;COL;VI;Santa Rosalia;SANTA ROSALIA
0000000000;1416;RFA;36;Griesstätt;GRIESSTATT
0000000000;1483;RFA;39;Starnberg;STARNBERG
0000000000;1493;RFA;4;Garching;GARCHING
0000000000;1549;RFA;41;Gnotzheim;GNOTZHEIM
0000000000;1556;RFA;41;Meinheim;MEINHEIM
0000000000;158;AFG;18;Narang;NARANG
0000000000;1635;RFA;6;Leutershausen;LEUTERSHAUSEN
0000000000;1707;RFA;8;Dinkelscherben;DINKELSCHERBEN
0000000000;1721;RFA;8;Klosterlechfeld;KLOSTERLECHFELD
0000000000;1761;RFA;9;Oerlenbach;OERLENBACH
0000000000;1774;RFA;43;Grunewald;GRUNEWALD
0000000000;18;AFG;1;Arghanj Khwa;ARGHANJ KHWA
0000000000;1826;RFA;49;Niederschöneweide;NIEDERSCHONEWEIDE
0000000000;1836;RFA;50;Bernau bei Berlin;BERNAU BEI BERLIN
0000000000;184;COL;CL;San Jose;SAN JOSE
0000000000;1866;RFA;52;Finsterwalde;FINSTERWALDE
0000000000;187;COL;CA;Sucre;SUCRE
0000000000;1872;RFA;52;Sonnewalde;SONNEWALDE
0000000000;188;COL;CA;Villa Rica;VILLA RICA
0000000000;189;COL;CE;Pueblo Bello;PUEBLO BELLO
0000000000;1894;RFA;54;Neuenhagen bei Berlin;NEUENHAGEN BEI BERLIN
0000000000;192;COL;CU;El Rosal;EL ROSAL
0000000000;193;COL;CU;Granada;GRANADA
0000000000;1937;RFA;57;Schöneiche bei Berlin;SCHONEICHE BEI BERLIN
0000000000;194;COL;CH;Atrato;ATRATO
0000000000;1956;RFA;59;Kleinmachnow;KLEINMACHNOW
0000000000;198;COL;CH;El Carmen De Atrato;EL CARMEN DE ATRATO
0000000000;1984;RFA;61;Kolkwitz;KOLKWITZ
0000000000;20;AFG;1;Baharak;BAHARAK
0000000000;200;COL;CH;Medio Baudo;MEDIO BAUDO
0000000000;2028;RFA;64;Amstetten;AMSTETTEN
0000000000;203;COL;CH;Rio Quito;RIO QUITO
0000000000;2034;RFA;64;Bernstadt;BERNSTADT
0000000000;205;COL;GJ;Albania;ALBANIA
0000000000;206;COL;GJ;Dibulla;DIBULLA
0000000000;207;COL;GJ;Distraccion;DISTRACCION
0000000000;209;COL;MA;Algarrobo;ALGARROBO
0000000000;210;COL;MA;Concordia;CONCORDIA
0000000000;211;COL;MA;El Reten;EL RETEN
0000000000;212;COL;MA;Nueva Granada;NUEVA GRANADA
0000000000;214;COL;MA;Sabanas De San Angel;SABANAS DE SAN ANGEL
0000000000;215;COL;MA;Santa Barbara De Pin;SANTA BARBARA DE PIN
0000000000;217;COL;MA;Zona Bananera;ZONA BANANERA
0000000000;2172;RFA;67;Überlingen;UBERLINGEN
0000000000;218;COL;NA;El Penol;EL PENOL
0000000000;2193;RFA;68;Gottenheim;GOTTENHEIM
0000000000;220;COL;SU;El Roble;EL ROBLE
0000000000;221;COL;TO;Palo Cabildo;PALO CABILDO
0000000000;224;COL;AM;La Pedrera;LA PEDRERA
0000000000;225;COL;AM;La Victoria;LA VICTORIA
0000000000;226;COL;AM;Miriti-Parana;MIRITI-PARANA
0000000000;2273;RFA;71;Birkenfeld;BIRKENFELD
0000000000;228;COL;AM;Puerto Arica;PUERTO ARICA
0000000000;232;COL;GN;Puerto Colombia;PUERTO COLOMBIA
0000000000;24;AFG;1;Fayzabad;FAYZABAD
0000000000;240;COL;VI;Cumaribo;CUMARIBO
0000000000;2402;RFA;75;Heidenheim;HEIDENHEIM
0000000000;241;COL;AN;La Pintada;LA PINTADA
0000000000;247;COL;BL;San Cristobal;SAN CRISTOBAL
0000000000;2474;RFA;78;Bruchsal;BRUCHSAL
0000000000;248;COL;BL;San Jacinto Del Cauc;SAN JACINTO DEL CAUC
0000000000;249;COL;AN;Medellín;MEDELLIN
0000000000;250;COL;AN;Abejorral;ABEJORRAL
0000000000;2508;RFA;79;Constanza;CONSTANZA
0000000000;251;COL;AN;Santa Fe de Antioquia;SANTA FE DE ANTIOQUIA
0000000000;252;COL;AN;Abriaquí;ABRIAQUI
0000000000;253;COL;AN;Alejandría;ALEJANDRIA
0000000000;254;COL;AN;Amagá;AMAGA
0000000000;255;COL;AN;Amalfi;AMALFI
0000000000;256;COL;AN;Andes;ANDES
0000000000;257;COL;AN;Angelopolis;ANGELOPOLIS
0000000000;2576;RFA;81;Bönnigheim;BONNIGHEIM
0000000000;258;COL;AN;Angostura;ANGOSTURA
0000000000;259;COL;AN;Anorí;ANORI
0000000000;260;COL;AN;Antioquia;ANTIOQUIA
0000000000;261;COL;AN;Anza;ANZA
0000000000;262;COL;AN;Apartadó;APARTADO
0000000000;263;COL;AN;Arboletes;ARBOLETES
0000000000;2635;RFA;82;Offenburg;OFFENBURG
0000000000;2637;RFA;82;Ortenberg;ORTENBERG
0000000000;264;COL;AN;Argelia;ARGELIA
0000000000;265;COL;AN;Armenia;ARMENIA
0000000000;266;COL;AN;Barbosa;BARBOSA
0000000000;267;COL;AN;Belmira;BELMIRA
0000000000;268;COL;AN;Bello;BELLO
0000000000;269;COL;AN;Betania;BETANIA
0000000000;2693;RFA;84;Bietigheim;BIETIGHEIM
0000000000;270;COL;AN;Betulia;BETULIA
0000000000;271;COL;AN;Bolivar;BOLIVAR
0000000000;272;COL;AN;Briceño;BRICENO
0000000000;2722;RFA;85;Frankenhardt;FRANKENHARDT
0000000000;273;COL;AN;Buritica;BURITICA
0000000000;274;COL;AN;Caceres;CACERES
0000000000;2747;RFA;86;Dettenhausen;DETTENHAUSEN
0000000000;2748;RFA;86;Dußlingen;DUBLINGEN
0000000000;2749;RFA;86;Gomaringen;GOMARINGEN
0000000000;275;COL;AN;Caicedo;CAICEDO
0000000000;2759;RFA;86;Tübingen;TUBINGEN
0000000000;276;COL;AN;Caldas;CALDAS
0000000000;277;COL;AN;Campamento;CAMPAMENTO
0000000000;278;COL;AN;Cañasgordas;CANASGORDAS
0000000000;279;COL;AN;Caracoli;CARACOLI
0000000000;280;COL;AN;Caramanta;CARAMANTA
0000000000;281;COL;AN;Carepa;CAREPA
0000000000;282;COL;AN;Carmen de Viboral;CARMEN DE VIBORAL
0000000000;283;COL;AN;Carolina;CAROLINA
0000000000;284;COL;AN;Caucasia;CAUCASIA
0000000000;285;COL;AN;Chigorodo;CHIGORODO
0000000000;286;COL;AN;Cisneros;CISNEROS
0000000000;287;COL;AN;Cocorna;COCORNA
0000000000;288;COL;AN;Concepción;CONCEPCION
0000000000;289;COL;AN;Concordia;CONCORDIA
0000000000;290;COL;AN;Copacabana;COPACABANA
0000000000;291;COL;AN;Dabeiba;DABEIBA
0000000000;292;COL;AN;Don Matias;DON MATIAS
0000000000;293;COL;AN;Ebejico;EBEJICO
0000000000;294;COL;AN;El Bagre;EL BAGRE
0000000000;295;COL;AN;Entrerrios;ENTRERRIOS
0000000000;2952;AFG;8;Andkhoy;ANDKHOY
0000000000;296;COL;AN;Envigado;ENVIGADO
0000000000;297;COL;AN;Fredonia;FREDONIA
0000000000;298;COL;AN;Frontino;FRONTINO
0000000000;299;COL;AN;Giraldo;GIRALDO
0000000000;300;COL;AN;Girardota;GIRARDOTA
0000000000;301;COL;AN;Gomez Plata;GOMEZ PLATA
0000000000;302;COL;AN;Granada;GRANADA
0000000000;303;COL;AN;Guadalupe;GUADALUPE
0000000000;3039;ALB;3;Koshnicë;KOSHNICE
0000000000;304;COL;AN;Guarne;GUARNE
0000000000;305;COL;AN;Guatape;GUATAPE
0000000000;306;COL;AN;Heliconia;HELICONIA
0000000000;307;COL;AN;Hispania;HISPANIA
0000000000;308;COL;AN;Itagüí;ITAGUI
0000000000;309;COL;AN;Ituango;ITUANGO
0000000000;310;COL;AN;Jardin;JARDIN
0000000000;311;COL;AN;Jericó;JERICO
0000000000;312;COL;AN;La Ceja;LA CEJA
0000000000;313;COL;AN;La Estrella;LA ESTRELLA
0000000000;314;COL;AN;La Unión;LA UNION
0000000000;3142;RFA;1;Mering;MERING
0000000000;315;COL;AN;Liborina;LIBORINA
0000000000;3155;RFA;10;Benediktbeuern;BENEDIKTBEUERN
0000000000;3157;RFA;10;Dietramszell;DIETRAMSZELL
0000000000;316;COL;AN;Maceo;MACEO
0000000000;317;COL;AN;Marinilla;MARINILLA
0000000000;3177;RFA;11;Bad Grönenbach;BAD GRONENBACH
0000000000;3179;RFA;11;Benningen;BENNINGEN
0000000000;318;COL;AN;Montebello;MONTEBELLO
0000000000;319;COL;AN;Murindo;MURINDO
0000000000;3191;RFA;11;Heimertingen;HEIMERTINGEN
0000000000;321;COL;AN;Nariño;NARINO
0000000000;322;COL;AN;Necocli;NECOCLI
0000000000;325;COL;AN;Peñol;PENOL
0000000000;326;COL;AN;Peque;PEQUE
0000000000;327;COL;AN;Pueblorrico;PUEBLORRICO
0000000000;328;COL;AN;Puerto Berrio;PUERTO BERRIO
0000000000;329;COL;AN;Puerto Nare (La magdalena);PUERTO NARE LA MAGDALENA
0000000000;330;COL;AN;Puerto Triunfo;PUERTO TRIUNFO
0000000000;3301;RFA;14;Laufen;LAUFEN
0000000000;331;COL;AN;Remedios;REMEDIOS
0000000000;332;COL;AN;Retiro;RETIRO
0000000000;333;COL;AN;Rionegro;RIONEGRO
0000000000;334;COL;AN;Sabanalarga;SABANALARGA
0000000000;335;COL;AN;Sabaneta;SABANETA
0000000000;336;COL;AN;Salgar;SALGAR
0000000000;337;COL;AN;San Andrés;SAN ANDRES
0000000000;338;COL;AN;San Carlos;SAN CARLOS
0000000000;339;COL;AN;San Francisco;SAN FRANCISCO
0000000000;340;COL;AN;San Jerónimo;SAN JERONIMO
0000000000;341;COL;AN;San José de la Montaña;SAN JOSE DE LA MONTANA
0000000000;3411;RFA;18;Münster;MUNSTER
0000000000;343;COL;AN;San Luis;SAN LUIS
0000000000;3431;RFA;19;Deggendorf;DEGGENDORF
0000000000;344;COL;AN;San Pedro;SAN PEDRO
0000000000;3443;RFA;19;Offenberg;OFFENBERG
0000000000;345;COL;AN;San Pedro de Urabá;SAN PEDRO DE URABA
0000000000;346;COL;AN;San Rafael;SAN RAFAEL
0000000000;3462;RFA;2;Görisried;GORISRIED
0000000000;347;COL;AN;San Roque;SAN ROQUE
0000000000;348;COL;AN;San Vicente;SAN VICENTE
0000000000;349;COL;AN;Santa Bárbara;SANTA BARBARA
0000000000;35;AFG;1;Shighnan;SHIGHNAN
0000000000;350;COL;AN;Santa Rosa de Osos;SANTA ROSA DE OSOS
0000000000;351;COL;AN;Santo Domingo;SANTO DOMINGO
0000000000;352;COL;AN;Santuario;SANTUARIO
0000000000;353;COL;AN;Segovia;SEGOVIA
0000000000;354;COL;AN;Sonsón;SONSON
0000000000;355;COL;AN;Sopetrán;SOPETRAN
0000000000;356;COL;AN;Támesis;TAMESIS
0000000000;357;COL;AN;Taraza;TARAZA
0000000000;358;COL;AN;Tarso;TARSO
0000000000;359;COL;AN;Titiribí;TITIRIBI
0000000000;361;COL;AN;Turbo;TURBO
0000000000;362;COL;AN;Uramita;URAMITA
0000000000;3625;RFA;25;Garmisch-Partenkirchen;GARMISCH PARTENKIRCHEN
0000000000;363;COL;AN;Urrao;URRAO
0000000000;364;COL;AN;Valdivia;VALDIVIA
0000000000;365;COL;AN;Valparaiso;VALPARAISO
0000000000;366;COL;AN;Vegachi;VEGACHI
0000000000;367;COL;AN;Venecia;VENECIA
0000000000;3676;RFA;27;Hausen;HAUSEN
0000000000;368;COL;AN;Vigía del Fuerte;VIGIA DEL FUERTE
0000000000;369;COL;AN;Yali;YALI
